ID,Topics,Text_answer,NegPos_answer,NegPos_output,Text_output,Sentiment_Match
612,Location,"the establishment is really close to the airport, i.e. 6 minutes by car.",Positive,Positive,"the establishment is really close to the airport, i.e. 6 minutes by car.",True
612,Room,the room is nice and well furnished,Positive,Positive,the room is nice and well furnished,True
612,Staff,"the managers of the hotel are extraordinarily kind and caring, they speak French and helped us find a rental car at a good price, they accompanied and advised us during our stay.",Positive,Positive,the managers of the hotel are extraordinarily kind and caring,True
613,Food,Very good breakfast! ,Positive,Positive,Very good breakfast,True
613,Room,"Not all rooms have a balcony. I did not have it. Staying for one day is fine, but if you live for a while, then how to dry your towel and swimsuit ...",Negative,,,False
613,Room,Comfortable bed. Purely.,Positive,Positive,Comfortable bed,True
613,Staff,Friendly staff.,Positive,Positive,Friendly staff,True
616,Location,"Mackenzie Beach is super easy to reach, but not too close to be disturbed by the parties there at night.
",Positive,,,False
616,Staff,Very friendly and helpful hotel staff.,Positive,,,False
617,Facility,Neat small hotel.,Positive,,,False
617,Location,Good central location.,Positive,Positive,Good central location,True
617,Room,,,Positive,Neat small hotel,False
617,Staff,Very nice staff.,Positive,Positive,Very nice staff,True
619,Facility,Quiet hotel ,Positive,,,False
619,Food,Perfect and good dinner and lovely waiter.,Positive,Positive,Perfect and good dinner and lovely waiter.,True
619,Location,and extremely well located for the airport and Larnaca salt lake. For a night of transit before our return to France it was perfect.,Positive,Positive,Quiet hotel and extremely well located for the airport and Larnaca salt lake.,True
619,Price,Unbeatable value for money I think.,Positive,Positive,Unbeatable value for money I think.,True
619,Staff,Excellent welcome by the owner who speaks fluent French.,Positive,Positive,Excellent welcome by the owner who speaks fluent French.,True
621,Food,"There are breakfasts, not a big variety but tasty",Negative,,,False
621,Food,"There are breakfasts, not a big variety but tasty",Positive,Positive,"breakfasts, not a big variety but tasty",True
621,Location,,,Null,"There are, not a big variety but tasty",False
621,Staff,"The owner of the place is an amazing guy, nice and answers everything! ",Positive,Positive,"The owner of the place is an amazing guy, nice and answers everything!",True
622,Room,we didn't have a balcony.,Negative,Negative,we didn't have a balcony.,True
622,Room,"a clean, modern room",Positive,Positive,"a clean, modern room",True
622,Staff,super friendly staff ,Positive,Positive,super friendly staff,True
623,Facility,,,Positive,air conditioning,False
623,Location,night traffic in the area.,Negative,Negative,night traffic in the area,True
623,Location,Good location near the airport and the beach.,Positive,Positive,Good location near the airport and the beach.,True
623,Room,Noisy air conditioning,Negative,,,False
624,Room,"Nice modern room.
 ",Positive,Positive,There was nothing to complain about!,True
624,Staff,"Boss and family take care of that
 Well-being of your guests!",Positive,,,False
625,Food,,,Negative,No breakfast booked.,False
625,Location,Location very good for airport and beach.,Positive,Positive,Location very good for airport and beach.,True
626,Food,"Definitely recommend trying the food in the restaurant. We took pasta, pizza, salads and burgers and everything was piping hot and very tasty and homemade.",Positive,Positive,"Definitely recommend trying the food in the restaurant. We took pasta, pizza, salads and burgers and everything was piping hot and very tasty and homemade.",True
626,Location,,,Positive,Very soulful atmosphere.,False
626,Room,"The rooms are clean, air-conditioned, balcony, mini-bar.",Positive,Positive,"The rooms are clean, air-conditioned, balcony, mini-bar.",True
626,Staff,The most important thing about the hotel is the incredible staff. Very soulful atmosphere.,Positive,Positive,"The most important thing about the hotel is the incredible staff. The general manager, he is behind the counter in the restaurant, made our holiday",True
627,Facility,"a stunning hotel, an aesthetic and clean place with innovative and interesting service that you can really request at the push of a button that you won't be able to hear the bell,",Positive,,,False
627,Location,A bit far from the city center,Negative,,,False
627,Location,but taxis cost us the same price from anywhere in the city ,Positive,,,False
627,Staff,"I loved the staff, they always greeted us with a smile, they were really nice, they always responded to the help we needed, they called us a taxi, they didn't charge me again because I lost my room ticket,",Positive,,,False
628,Facility,- we had plenty of parking. ,Positive,,,False
628,Location,The hotel is located close to the airport (there is a bus with good frequency from the street next to the airport) and close to the city center. The hotel is located in a dead-end and quiet street,Positive,Positive,The hotel is located in a dead-end and quiet street - we had plenty of parking. The hotel is located close to the airport (there is a bus with good frequency from the street next to the airport) and close to the city center.,True
628,Room,The rooms were very clean. ,Positive,Positive,The rooms were very clean.,True
628,Staff,The staff at the hotel (Tony) was nice and gave a pleasant feeling - immediately after the booking we received a WhatsApp from him to confirm the time of arrival and to inform that they were waiting for us.,Positive,Positive,The staff at the hotel (Tony) was nice and gave a pleasant feeling - immediately after the booking we received a WhatsApp from him to confirm the time of arrival and to inform that they were waiting for us.,True
629,Staff,"We stayed literally for a few hours, the welcome was pleasant and they helped us order a taxi to the airport!",Positive,,,False
630,Facility,,,Negative,Wifi facility,False
630,Room,Wifi was weak at times.,Negative,,,False
630,Staff,Very friendly and helpful Staff.,Positive,Positive,Very friendly and helpful,True
631,Price,Excellent price/quality ratio,Positive,Positive,Excellent price/quality ratio,True
631,Room,"It was very new, clean and quite modern. ",Positive,Positive,"It was very new, clean and quite modern.",True
632,Location,as the end of our Cyprus trip to be as close to the airport as possible for the last night! It was perfect for that. The bus connection to the city center was just around the corner and we were able to get back to the hotel later in the evening without any problems using public transport. The location was also perfect for the trip to the airport the next morning (7:00 am). Mackenzie Beach is super close and so are lots of cool bars and restaurants.,Positive,Positive,Mackenzie Beach is super close and so are lots of cool bars and restaurants. The location was also perfect for the trip to the airport the next morning (7:00 am).,True
632,Room,"The room was very nicely furnished and, above all, super clean. ",Positive,Positive,"The room was very nicely furnished and, above all, super clean.",True
634,Room,,,Positive,kindness,False
634,Staff,kindness,Positive,,,False
635,Facility,"The hotel is good, ",Positive,,,False
635,Location,"Great location. 10 minutes by bus from and to the airport. 10 minutes walk to the beach and cafes by the beach. It takes 40 minutes to walk along the promenade to the city, but it's nice. ",Positive,,,False
635,Staff,the staff is friendly.,Positive,Positive,the staff is friendly.,True
636,Facility,"A renovated, brilliant family hotel with a very friendly staff. ",Positive,,,False
636,Food,We had dinner at the hotel restaurant and it was excellent! The chef gave a personal touch to understand exactly what we want. ,Positive,,,False
636,Location,Suited us for a one night stay before a flight. ,Positive,,,False
636,Staff,a very friendly staff. ,Positive,,,False
637,Location,Perfect location to the airport.,Positive,,,False
637,Room,Very clean.,Positive,,,False
637,Staff,Very friendly reception. ,Positive,,,False
638,Location,,,Positive,"Location, room comfort",False
638,Room,"room comfort, ",Positive,Positive,"room comfort, Everything was perfect !",True
638,Staff,service and courtesy of the staff.,Positive,Positive,service and courtesy of the staff,True
640,Location,,,Positive,how to get to the hotel,False
640,Room,the humid air in the room. The air conditioning probably didn't work properly,Negative,,,False
640,Room,It was very clean.,Positive,,,False
640,Staff,The host was very nice. He gave us instructions on how to get to the hotel and then even picked us up at the bus stop because we were very late,Positive,Positive,He was very nice,True
641,Location,Quiet and peaceful area. ,Positive,Positive,Quiet and peaceful area,True
641,Room,very clean everywhere. Nice room with a nice balcony. ,Positive,Positive,"Nice room with a nice balcony, All was well",True
641,Staff,"Very friendly staff, ",Positive,Positive,Very friendly staff,True
642,Food,"Delicious homemade breakfast, ",Positive,Positive,Delicious homemade breakfast,True
642,Location,and very close to the airport!,Positive,Positive,very close to the airport,True
642,Staff,they speak French. Are very caring and welcome you 24 hours a day ,Positive,Positive,they speak French,True
643,Facility,"Welcoming environment, ",Positive,,,False
643,Food,"I would like more variety at breakfast.
 The price to food ratio was disproportionate.",Negative,,,False
643,Food,,,Positive,I would like more variety at breakfast.,False
643,Price,,,Negative,The price to food ratio was disproportionate.,False
643,Room,"cleanliness, modern room.",Positive,,,False
643,Staff,"courtesy, ",Positive,,,False
644,Facility,,,Negative,There was no hair dryer,False
644,Location,perfect location (near the airport),Positive,,,False
644,Room,There was no hair dryer,Negative,,,False
644,Room,"Very clean, comfortable bed, tea and coffee in the room.",Positive,,,False
644,Staff,"very friendly welcome,",Positive,,,False
646,Facility,"The hotel is clean, comfortable. I rented a car, there is a place to park. ",Positive,,,False
646,Food,Breakfast can be bought directly at the hotel for only 8 euros. ,Positive,,,False
646,Location,"and a good location. Very close to Salt Lake and Mackenzie Beach. Very close to bus stop. Very close to the airport,  From the hotel you can just walk along the entire promenade of Larnaca, you won’t miss anything. A calm step along the sea to the Church of St. Lazarus 30-40 minutes.",Positive,,,False
646,Room,"The room was wonderful. White bed. The shower is wonderful, the air conditioner works,",Positive,,,False
646,Staff,"The owner of the hotel was very friendly, allowed to leave things, even after we checked out,",Positive,,,False
647,Room,"cleanliness, comfort",Positive,,,False
648,Facility,Maybe the reception needs improvement. It is very old furniture,Negative,,,False
648,Staff,Nice staff.,Positive,,,False
649,Facility,New hotel.  ,Positive,,,False
649,Location,"The hotel is located near the airport. but we traveled in the off season - there was no noise from the street, and the sound from landing / taking off planes did not particularly bother us. ",Positive,,,False
649,Room,"The room was small, could have been a bit more spacious. ",Negative,,,False
649,Room,Clean comfortable room.,Positive,,,False
649,Staff,Friendly staff. ,Positive,,,False
650,Facility,Cozy hotel ,Positive,,,False
650,Food,We took breakfast once. I liked it.,Positive,,,False
650,Location,"in a quiet location.  Walking distance to the beach, ",Positive,,,False
650,Room,"There is only soap in the shower, no shower gel. ",Negative,,,False
650,Room,"The room is very clean, comfortable mattresses, excellent clean bedding.",Positive,,,False
650,Staff,Very polite and pleasant staff.,Positive,,,False
651,Staff,Pleasant staff,Positive,Positive,Pleasant,True
652,Facility,the accommodation is perfect ,Positive,,,False
652,Location,- close to the airport.,Positive,Positive,"everything is white, bright, cozy!",True
652,Room,"Cleanliness 10/10!  everything is white, bright, cozy!
",Positive,Positive,"the accommodation is perfect - close to the airport., nothing to complain about",True
653,Facility,"the option is excellent, ",Positive,,,False
653,Location,"close to the airport, near the lake with flamingos (in winter)",Positive,,,False
653,Room,"comfortable beds, great shower. ",Positive,Positive,They are drawing a number :),True
653,Staff,"Very nice staff,",Positive,,,False
654,Facility,,,Negative,pool,False
654,Facility,"Starting from the street terrace, the hall and up to the room itself - clean, comfortable, with a soft bed. and just drink their wonderful cappuccino on soft sofas, and then sleep the rest of the night on soft beds.",Positive,,,False
654,Food,"At any time, you can go down to the veranda at the tables and just drink their wonderful cappuccino on soft sofas, ",Positive,,,False
654,Location,"Of the minuses: sometimes a car came to pick up garbage cans at night. More precisely, the car poured them into its depths, not worrying about the noise and sleeping expensive tourists.",Negative,,,False
654,Location,because there is a good Mackenzie beach. ,Positive,Positive,"I liked the hotel already when approaching it from the street. The feeling of the new did not leave all the time. Starting from the street terrace, the hall and up to the room itself -",True
654,Room,Also mirrors in the room. There are plenty of them and they all distorted the image. rather made you fatter)),Negative,,,False
654,Room,"Starting from the street terrace, the hall and up to the room itself - clean, comfortable, with a soft bed. ",Positive,Positive,"clean, comfortable, with a soft bed, soft beds",True
654,Staff,"Always friendly staff (it looks like a family business, but I will not say). Every day cleaning. ",Positive,Positive,"Always friendly staff (it looks like a family business, but I will not say)",True
655,Location,but a bit far from city center.,Negative,,,False
655,Location,,,Neutral,"The hotel is not far from the airport, but a bit far from city center.",False
655,Location,"The hotel is not far from the airport,",Positive,,,False
655,Room,"The room was very well equipped, clean, comfortable.",Positive,,,False
655,Staff,Very warm and caring welcome.,Positive,,,False
657,Room,"cleanliness, nice rooms",Positive,Positive,nice rooms,True
657,Staff,"Friendly staff, ",Positive,Positive,Friendly staff,True
658,Facility,"Nice homely atmosphere, ",Positive,,,False
658,Food,"delicious food, ",Positive,Positive,delicious food,True
658,Location,,,Positive,the place,False
658,Staff,the owner takes care of the guests to make them feel at home. ,Positive,,,False
659,Location,"very noisy, the area is ringing, the sounds accumulate with terrible force. At night, I constantly woke up either from the sounds of airplanes, or from passing cars or a slamming trunk, earplugs did not save (",Negative,,,False
659,Room,"It was the cleanest room I've ever been, cleanliness is top notch, cleaned every day, down to the taps, towels and white bedding,  ",Positive,Positive,"It was the cleanest room I've ever been, cleanliness is top notch",True
659,Staff,"any problems are solved instantly. The staff is excellent, everyone is definitely polite and smiling",Positive,Positive,"The staff is excellent, everyone is definitely polite and smiling",True
660,Check-in,"The hotel allowed us, at no extra cost, a late arrival and a late departure (at 1:30 p.m.).",Positive,,,False
660,Check-out,"The hotel allowed us, at no extra cost, a late arrival and a late departure (at 1:30 p.m.).",Positive,,,False
660,Food,and the breakfast very good and plentiful.,Positive,,,False
660,Room,The rooms are very well equipped ,Positive,,,False
660,Staff,Very available and caring for his customers.,Positive,,,False
660,Taxi-issue,"We arrived at 2:30 am at the airport, a shuttle taxi to the hotel was waiting for us. ",Positive,,,False
661,Location,Those who sleep lightly will be disturbed by the aircraft noise. ,Negative,,,False
661,Location,"Proximity to the airport, ",Positive,,,False
661,Room,"small but modern rooms,",Negative,,,False
661,Room,"small but modern rooms, good bed, very good bathroom.",Positive,Positive,small but modern rooms,True
662,Check-in,,,Positive,due to the delay of the plane they waited for us until 2 in the morning,False
662,Facility,"Nice accommodation, parking in the hotel area, Beautiful accommodation, ",Positive,,,False
662,Location,"Beautiful accommodation, unfortunately at night it was fertilized in Larnaca and the whole city stank. ",Negative,,,False
662,Location,"a beautiful beach within walking distance,",Positive,Positive,a beautiful beach within walking distance,True
662,Room,,,Positive,Nice accommodation,False
662,Staff,"very helpful staff, due to the delay of the plane they waited for us until 2 in the morning.",Positive,Positive,very helpful staff,True
663,Facility,,,Positive,Pool infrastructure,False
663,Food,"3. Breakfast
 Served on site, on the ground floor in the dining room with access to the front terrace, delicious, homemade Greek taste.",Positive,Positive,"Served on site, on the ground floor in the dining room with access to the front terrace, delicious, homemade Greek taste.",True
663,Location,"The center is quite far, about 2.5 km, a walk along the beach promenade.",Negative,,,False
663,Location,"1. Location
 Hotel near the airport. In total, close to the beach, although to get to the beach relatively quickly ",Positive,Positive,"Hotel near the airport, fast transfer organized by the hotel. In total, close to the beach, although to get to the beach relatively quickly you have to go to the so-called. ""shortcuts"" along a well-trodden path through a field and a small escarpment or another way a little ""around"" along the streets. The center is quite far, about 2.5 km, a walk along the beach promenade., Great, modern design, comfortable bed, clean, large with a balcony. Large bathroom with shower. Equipped with a kettle plus a welcome pack (tea, coffee, water)",True
663,Room,"2. Peace
 Great, modern design, comfortable bed, clean, large with a balcony. Large bathroom with shower. Equipped with a kettle plus a welcome pack (tea, coffee, water)",Positive,,,False
663,Staff,fast transfer organized by the hotel.,Positive,,,False
666,Location,"Great location, Quiet location,  ",Positive,Positive,"Great location, Quiet location",True
666,Room,bed a bit uncomfortable.,Negative,Negative,bed a bit uncomfortable.,True
666,Staff,very friendly and helpful staff/owners.,Positive,Positive,very friendly and helpful staff/owners,True
666,Taxi-issue,"Unfortunately, the organized taxi came too late/ a bit chaotic.",Negative,Negative,"Unfortunately, the organized taxi came too late/ a bit chaotic.",True
667,Location,,,Negative,Mackenzie,False
667,Location,"close location to the bus stop, 10 minutes to the center and 5 minutes to the airport. An ideal place if you need to spend the night before departure from Larnaca.",Positive,Positive,"close location to the bus stop, 10 minutes to the center, 5 minutes to the airport",True
667,Room,,,Negative,"Beach, Beach",False
667,Room,"Very clean new room, perfect bed and towels, ",Positive,Positive,Very clean new room,True
667,Staff,"Friendly staff, all wishes and problematic situations are solved immediately. ",Positive,Positive,Friendly staff,True
668,Location,,,Positive,location and calm,False
669,Check-in,,,Negative,The check-in process took a long time.,False
669,Check-in,,,Positive,"We were seated in the middle of the night, The check-in process was smooth and efficient., The check-in process was easy and quick.",False
669,Facility,,,Negative,The facilities were old and needed renovation.,False
669,Facility,"On request, there is a transfer from the airport and to the airport",Positive,Positive,"There was a kettle and a microwave, a spacious bath, The facilities were modern and clean.",True
669,Food,,,Negative,"Delicious breakfast for a fee, The food at the restaurant was terrible, overpriced and not good quality.",False
669,Food,Delicious breakfast for a fee,Positive,,,False
669,Location,,,Negative,The location of the hotel was not ideal for us.,False
669,Location,,,Positive,"a view of the beautiful houses, The location of the hotel was perfect for us., The location of the hotel was great for us.",False
669,Price,,,Negative,The price was too high for what we got.,False
669,Price,,,Positive,"The price was reasonable for the quality we got., The price was reasonable for what we got.",False
669,Room,,,Negative,The room was small and noisy.,False
669,Room,"Very nice room. There was a kettle and a microwave, a spacious bath, a view of the beautiful houses. ",Positive,Positive,"Very nice room., The room was very comfortable and clean., The room was perfect for our needs.",True
669,Staff,,,Positive,"The staff were very friendly and helpful., The staff were very helpful and friendly.",False
669,Taxi-issue,,,Positive,"On request, there is a transfer from the airport and to the airport",False
670,Location,"Proximity to the airport, A nearby bus stop provides access to the city center and the airport",Positive,,,False
670,Room,"The ""street side"" rooms are noisier than those facing the back.",Negative,Negative,"The ""street side"" rooms are noisier than those facing the back.",True
670,Room,The cleanliness and design of the room,Positive,,,False
670,Staff,The exceptional welcome in French,Positive,,,False
671,Facility,Unfortunately the pool was closed.,Negative,,,False
671,Facility,Pleasantly surprised as the hotel appears to have been renovated.,Positive,,,False
671,Location,,,Positive,the hotel appears to have been renovated,False
672,Food,Breakfast was good,Positive,Positive,Breakfast was good,True
673,Facility,Free parking in front of the hotel along the street.,Positive,,,False
673,Food,We can highly recommend the breakfast offered.,Positive,Positive,We can highly recommend the breakfast offered,True
673,Location,good walking distance to Mackenzie Beach. ,Positive,Positive,"good walking distance to Mackenzie Beach, Free parking in front of the hotel along the street",True
673,Staff,"Very friendly staff, ",Positive,Positive,Very friendly staff,True
674,Staff,Very competent staff,Positive,Positive,Very competent staff,True
675,Facility,"Very well-kept hotel, ",Positive,,,False
675,Room,"very comfortable mattresses, fridge, kettle, very modern new equipment.",Positive,Positive,Everything,True
675,Staff,"friendly service, ",Positive,,,False
676,Facility,,,Neutral,"Wi-fi is enough for a phone, not enough for a laptop.",False
676,Facility,,,Positive,"The room has a refrigerator, kettle, mugs (small), safe (did not use), TV (2 channels in the local language, netflix and browser)",False
676,Location,"Near the salt lake, about 10 minutes walk, 5-6 minutes to the sea. Quiet place. Near the airport about 4 km, by bus or car for 5-6 minutes, you can walk and walk for 50 minutes)))",Positive,Positive,"There are few shops nearby., Near the salt lake, about 10 minutes walk, 5-6 minutes to the sea. Quiet place. Near the airport about 4 km, by bus or car for 5-6 minutes, you can walk and walk for 50 minutes))",True
676,Location,There are few shops nearby.,Positive,Positive,"There are few shops nearby., Near the salt lake, about 10 minutes walk, 5-6 minutes to the sea. Quiet place. Near the airport about 4 km, by bus or car for 5-6 minutes, you can walk and walk for 50 minutes))",True
676,Room,"The shower has no door or curtain.  Wi-fi is enough for a phone, not enough for a laptop.",Negative,Negative,The shower has no door or curtain.,True
676,Room,"The room has a refrigerator, kettle, mugs (small), safe (did not use), TV (2 channels in the local language, netflix and browser). ",Positive,,,False
676,Staff,"Staff SUPER!!! Responsive, kind people, you feel at home)",Positive,Positive,"SUPER!!! Responsive, kind people, you feel at home)",True
678,Facility,Good hotel ,Positive,,,False
678,Location,next to Mackenzie beach and especially the airport. It is 5 minutes by car,Positive,,,False
679,Room,Lots of noise from the hallway,Negative,,,False
679,Room,"Superb room, bathroom and balcony, very comfortable, ",Positive,Positive,Superb room,True
679,Staff,the staff was top notch!,Positive,Positive,the staff was top notch!,True
680,Facility,very clean establishment.,Positive,,,False
680,Location,"but the hotel is located 500 meters from the beach and an area with restaurants, bars... the town center is a little further 30' on foot. 5' from the airport. ",Positive,Positive,"the hotel is located 500 meters from the beach and an area with restaurants, bars... the town center is a little further 30' on foot. 5' from the airport.",True
680,Staff,"Very nice hosts, ",Positive,Positive,Very nice hosts,True
683,Facility,Clean and modern hotel ,Positive,,,False
683,Room,,,Positive,Clean and modern hotel,False
683,Staff,with very friendly staff.,Positive,Positive,very friendly staff,True
684,Location,The noise of the discotheque…,Negative,,,False
684,Location,,,Positive,The terrace,False
684,Staff,the sympathy of the restaurant manager,Positive,Positive,the sympathy of the restaurant manager,True
685,Check-in,,,Negative,The check-in process took a long time.,False
685,Check-in,,,Positive,"The check-in process was smooth and efficient., The check-in process was easy and quick.",False
685,Facility,,,Negative,The facilities were old and needed renovation.,False
685,Facility,,,Positive,The facilities were modern and clean.,False
685,Food,,,Negative,"The food at the restaurant was terrible, overpriced and not good quality.",False
685,Food,"excellent breakfasts for only 8€, ",Positive,,,False
685,Location,,,Negative,The location of the hotel was not ideal for us.,False
685,Location,"Excellent location, ",Positive,Positive,"The location of the hotel was perfect for us., The location of the hotel was great for us.",True
685,Price,,,Negative,The price was too high for what we got.,False
685,Price,,,Positive,"The price was reasonable for the quality we got., The price was reasonable for what we got.",False
685,Room,,,Negative,The room was small and noisy.,False
685,Room,"perfect cleanliness, ",Positive,Positive,"The room was very comfortable and clean., The room was perfect for our needs.",True
685,Staff,super service,Positive,Positive,"The staff were very friendly and helpful., The staff were very helpful and friendly.",True
686,Room,Nice quiet room.,Positive,,,False
686,Staff,Very friendly reception. ,Positive,,,False
687,Food,"Of the shortcomings, I would note the monotonous breakfast. Every day is the same.",Negative,,,False
687,Location,"From the hotel to the beach is relatively close. 5-7 minutes at a calm pace. There is a bus stop nearby, which is also very important.",Positive,,,False
687,Staff,Excellent service staff. The owner and staff are always ready to help. Helped immediately with adapters. ,Positive,,,False
688,Facility,"great hotel, ",Positive,,,False
688,Location,close to the beach!!,Positive,Positive,close to the beach,True
688,Staff,"Very nice owner, ",Positive,,,False
690,Location,Everything is heard. At 3 o'clock in the morning we woke up from the fact that the garbage truck loaded the tanks.,Negative,,,False
690,Location,Very convenient location. Not far from the airport and from the sea.,Positive,Positive,Very convenient location. Not far from the airport and from the sea.,True
690,Room,Very thin walls. Everything is heard.,Negative,,,False
691,Facility,Plenty of parking. ,Positive,,,False
691,Location,,,Positive,very clean,False
691,Room,very clean ,Positive,,,False
691,Staff,Nice and kind staff.,Positive,Positive,Nice and kind staff,True
692,Staff,"Very helpful staff. If you do not have adapters for sockets, ask at the reception..",Positive,Positive,Very helpful staff.,True
695,Facility,"New hotel, ",Positive,,,False
695,Room,with super clean rooms and comfortable beds. ,Positive,Positive,"New hotel, with super clean rooms and comfortable beds.",True
695,Staff,Family business and the owners are very friendly!,Positive,Positive,Family business and the owners are very friendly!,True
696,Food,Liked the food at the cafe in the lobby.,Positive,,,False
696,Location,The airport is 6 minutes by car. Near a good beach.,Positive,,,False
697,Location,,,Positive,"Very clean, fresh, comfortable",False
697,Room,"Very clean, fresh, comfortable. you can see it's new. Cleaning every day",Positive,Positive,you can see it's new,True
697,Staff,Responsive staff. ,Positive,Positive,"Individual approach, Responsive staff",True
698,Location,The hotel is 10 minutes from the airport which is very convenient for not missing your flight. but the hotel is well located for the restaurants in the area.,Positive,Positive,I unfortunately did not try the breakfast or other meal but the hotel is well located for the restaurants in the area.,True
698,Room,The electric kettle didn't seem to work.,Negative,,,False
698,Staff,"The welcome was very warm and efficient.
",Positive,Positive,The welcome was very warm and efficient.,True
699,Staff,The hotel staff was fantastic.,Positive,Positive,The hotel staff was fantastic.,True
700,Facility,"Better remove the photo of the pool, since it's a hole...",Negative,Negative,no curtain in the bathroom,True
700,Food,,,Negative,one nescafe bag,False
700,Location,great for the airport (it's attached),Positive,,,False
700,Room,"Small room, only one nescafe bag, no curtain in the bathroom. ",Negative,Negative,Small room,True
700,Room,"Great bed, excellent cleaning",Positive,,,False
701,Location,walking distance to the beach with several restaurants.,Positive,Positive,walking distance to the beach with several restaurants,True
701,Staff,"Very friendly and helpful staff, ",Positive,Positive,Very friendly and helpful staff,True
702,Food,,,Negative,good cook,False
702,Food,good cook,Positive,,,False
702,Room,room a bit small. ,Negative,Negative,"room a bit small, son of 16 had to sleep on the starter",True
702,Staff,Nice staff,Positive,Positive,Nice staff,True
703,Facility,"Hotel completely redone, ",Positive,,,False
703,Food,"Full breakfast and served without time limit, to good understanding :)",Positive,Positive,"Full breakfast, served without time limit",True
703,Room,the rooms are clean and comfortable. ,Positive,Positive,"completely redone, clean and comfortable",True
703,Staff,"Like the 2 managers of the hotel and the chef, the staff is extremely kind and helpful. ",Positive,Positive,"the 2 managers of the hotel and the chef, the staff is extremely kind and helpful",True
704,Location,The hotel is close to Larnaca Airport and the beach. ,Positive,,,False
708,Location,"Excellent location on the way to/from Larnaca airport.
",Positive,Positive,Excellent location on the way to/from Larnaca airport.,True
708,Staff,Warm and cordial hospitality,Positive,Positive,Warm and cordial hospitality,True
709,Facility,"Very well-kept small hotel, ",Positive,,,False
709,Staff,with extraordinarily courteous hosts!,Positive,,,False
710,Food,but we had dinner in the restaurant and it was very good.,Positive,Positive,it was very good,True
711,Check-out,possibility for late check out,Positive,,,False
711,Facility,"Swimming pool , small and dirty",Negative,Negative,small and dirty,True
711,Room,,,Positive,possibility for late check out and very nice staff,False
711,Staff,very nice staff,Positive,Positive,very nice staff,True
712,Room,Comfortable room,Positive,Positive,Comfortable room,True
713,Location,close to the airport,Positive,Positive,Very nice and close to the airport,True
714,Facility,a comfortable place. ,Positive,,,False
714,Room,Quiet and spacious.,Positive,Positive,Quiet and spacious,True
714,Staff,Quiet friendly staff.,Positive,Positive,Quiet friendly staff,True
716,Room,Lack of adapters for sockets in the rooms.,Negative,Negative,Lack of adapters for sockets in the rooms.,True
716,Room,New and clean rooms.,Positive,Positive,New and clean rooms,True
716,Staff,Very pleasant staff.,Positive,Positive,"Very pleasant staff, the staff promised to fix it.",True
718,Facility,"Great place,",Positive,,,False
718,Location,Close to Mackenzie beach and salt lake. 10 minutes to the airport by bus or taxi.,Positive,Positive,Close to Mackenzie beach and salt lake,True
718,Room,No trash can in the room,Negative,Negative,No trash can in the room,True
718,Staff,very nice staff.,Positive,Positive,very nice staff,True
718,Taxi-issue,,,Positive,10 minutes to the airport by bus or taxi,False
720,Facility,"Clean, modern hotel, ",Positive,,,False
720,Room,comfortable rooms.,Positive,,,False
722,Food,delicious breakfast on the veranda.,Positive,,,False
722,Location,"Walking distance to Makenzie beach. In the absence of a car, it is very easy to get here by bus from the airport. If you are worried about the proximity of the airport, then during the entire stay we did not notice the noise and did not experience any discomfort because of this.",Positive,,,False
722,Room,Shower water often overflowed into the bathroom. Drain is not working well.,Negative,,,False
722,Room,"clean comfortable room with good new furniture,",Positive,,,False
722,Staff,"Super polite and helpful staff,",Positive,,,False
723,Location,,,Positive,simple and beautiful,False
723,Room,There were no TV channels,Negative,,,False
723,Room,,,Positive,It was simple and beautiful,False
724,Room,Clean,Positive,Positive,Clean,True
725,Room,Extremely thick bedding for the weather,Negative,,,False
725,Room,,,Positive,Extremely thick bedding,False
725,Staff,Constructive attitude of the staff.,Positive,Positive,Constructive attitude of the staff.,True
726,Location,Can be noisy from discos on Mackenzie,Negative,,,False
726,Location,Mackenzie is 5 minutes walk. The hotel is very conveniently located.,Positive,Positive,"Mackenzie is 5 minutes walk., The hotel is very conveniently located.",True
726,Room,,,Negative,Can be noisy from discos on Mackenzie,False
726,Room,The room is clean. Bed is comfortable,Positive,Positive,"The room is clean., The bed is comfortable.",True
726,Staff,Friendly staff.,Positive,Positive,Friendly staff.,True
727,Facility,It is possible with animals. ,Positive,,,False
727,Location,To restaurants and the beach go through an intensive road.,Negative,,,False
727,Location,"Great option for if you arrive at Larnaca airport, close,",Positive,,,False
727,Room,very clean. ,Positive,,,False
727,Staff,"Everyone at the hotel was very friendly, tried to help and explain.",Positive,,,False
728,Location,,,Positive,The best that can be,False
728,Room,,,Positive,"Everything., The best, Best place ever!",False
729,Facility,This hotel is very very clean very well equipped,Positive,,,False
729,Food,excellent breakfast.,Positive,,,False
729,Location,,,Positive,everything,False
729,Room,,,Positive,Nothing,False
729,Staff,The managers are extremely nice and helpful. ,Positive,,,False
730,Facility,"Newly refurbished hotel, ",Positive,,,False
730,Location,"Proximity to the airport has its own nuances: the noise of planes taking off and the smell of jet fuel are very audible. Near the beach at night there is a disco, which also makes it very difficult to sleep.",Negative,,,False
730,Location,Location: close to airport and beach. ,Positive,Positive,Near the beach,True
730,Room,rooms with balconies and clean.,Positive,,,False
731,Room,,,Positive,the room,False
731,Staff,,,Positive,the staff,False
732,Location,"Near Mackenzie beach, airport, salt lake.",Positive,Positive,"Near Mackenzie beach, airport, salt lake",True
